step,0,1,2,3,4,5,6,7,8,9,10
847,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
848,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
849,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
850,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
851,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
852,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
853,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
854,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
855,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
856,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
857,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
858,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
859,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
860,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
861,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
862,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
863,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
864,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
865,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
866,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
867,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
868,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
869,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
870,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
871,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
872,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
873,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
874,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
875,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
876,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
877,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
878,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
879,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
880,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
881,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
882,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
883,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
884,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
885,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
886,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
887,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
888,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
889,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
890,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
891,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
892,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
893,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
894,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
895,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
896,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
897,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
898,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
899,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
900,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
901,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
902,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
903,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
904,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
905,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
906,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
907,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
908,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
909,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
910,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
911,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
912,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
913,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
914,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
915,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
916,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
917,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
918,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
919,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
920,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
921,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
922,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
923,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
924,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
925,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
926,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
927,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
928,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
929,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
930,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
931,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
932,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
933,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
934,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
935,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
936,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
937,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
938,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
939,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
940,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
941,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
942,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
943,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
944,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
945,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
946,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
947,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
948,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
949,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
950,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
951,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
952,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
953,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
954,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
955,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
956,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
957,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
958,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
959,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
960,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
961,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
962,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
963,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
964,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
965,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
966,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
967,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
968,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
969,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
970,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
971,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
972,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
973,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
974,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
975,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
976,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
977,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
978,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
979,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
980,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
981,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
982,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
983,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
984,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
985,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
986,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
987,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
988,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
989,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
990,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
991,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
992,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
993,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
994,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
995,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
996,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
997,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
998,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
999,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
1000,0,5.15299,0,0,4.15299,0,0,0,1.81966,0,0
